measure,country,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Argentina,Males,65 to 69,Anxiety disorders,Rate,2019,285.75,424.47,180.44
DALYs (Disability-Adjusted Life Years),Argentina,Females,65 to 69,Anxiety disorders,Rate,2019,562.4,808.65,377.87
DALYs (Disability-Adjusted Life Years),Argentina,Males,70 to 74,Anxiety disorders,Rate,2019,264.47,393.88,166.1
DALYs (Disability-Adjusted Life Years),Argentina,Females,70 to 74,Anxiety disorders,Rate,2019,515.93,727.49,336.67
DALYs (Disability-Adjusted Life Years),Argentina,Males,75 to 79,Anxiety disorders,Rate,2019,246.02,362.21,154.02
DALYs (Disability-Adjusted Life Years),Argentina,Females,75 to 79,Anxiety disorders,Rate,2019,474.11,686.46,313.93
DALYs (Disability-Adjusted Life Years),Argentina,Males,80 to 84,Anxiety disorders,Rate,2019,224.57,339.44,134.01
DALYs (Disability-Adjusted Life Years),Argentina,Females,80 to 84,Anxiety disorders,Rate,2019,428.15,613.08,272.9
DALYs (Disability-Adjusted Life Years),Argentina,Males,85 to 89,Anxiety disorders,Rate,2019,196.38,311.91,106.16
DALYs (Disability-Adjusted Life Years),Argentina,Females,85 to 89,Anxiety disorders,Rate,2019,377.06,565.95,239.53
DALYs (Disability-Adjusted Life Years),Argentina,Males,90 to 94,Anxiety disorders,Rate,2019,160.09,257.95,84.51
DALYs (Disability-Adjusted Life Years),Argentina,Females,90 to 94,Anxiety disorders,Rate,2019,322.05,480.67,201.11
DALYs (Disability-Adjusted Life Years),Argentina,Males,95 plus,Anxiety disorders,Rate,2019,120.59,209.64,61.77
DALYs (Disability-Adjusted Life Years),Argentina,Females,95 plus,Anxiety disorders,Rate,2019,264.28,411.83,151.23
DALYs (Disability-Adjusted Life Years),Argentina,Males,10 to 14,All causes,Rate,2019,6492.32,7991.83,5176.76
DALYs (Disability-Adjusted Life Years),Argentina,Females,10 to 14,All causes,Rate,2019,6558.68,8307.28,5046.64
DALYs (Disability-Adjusted Life Years),Argentina,Males,15 to 19,All causes,Rate,2019,13027.8,15078.16,11298.28
DALYs (Disability-Adjusted Life Years),Argentina,Females,15 to 19,All causes,Rate,2019,10425.22,12951.95,8275.11
DALYs (Disability-Adjusted Life Years),Argentina,Males,20 to 24,All causes,Rate,2019,16518.24,18749.64,14568.25
DALYs (Disability-Adjusted Life Years),Argentina,Females,20 to 24,All causes,Rate,2019,12609.33,15587.8,10014.82
DALYs (Disability-Adjusted Life Years),Argentina,Males,25 to 29,All causes,Rate,2019,16740.51,19278.06,14588.31
DALYs (Disability-Adjusted Life Years),Argentina,Females,25 to 29,All causes,Rate,2019,14299.3,17822.45,11291.3
DALYs (Disability-Adjusted Life Years),Argentina,Males,30 to 34,All causes,Rate,2019,17744.81,20570.78,15368.7
DALYs (Disability-Adjusted Life Years),Argentina,Females,30 to 34,All causes,Rate,2019,16195.53,20131.04,12899.8
DALYs (Disability-Adjusted Life Years),Argentina,Males,35 to 39,All causes,Rate,2019,19597.01,22646.6,16959.98
DALYs (Disability-Adjusted Life Years),Argentina,Females,35 to 39,All causes,Rate,2019,18677.27,22794.53,15208.99
DALYs (Disability-Adjusted Life Years),Argentina,Males,40 to 44,All causes,Rate,2019,22753,26149.52,19884.96
DALYs (Disability-Adjusted Life Years),Argentina,Females,40 to 44,All causes,Rate,2019,21460.25,25807.08,17818.28
DALYs (Disability-Adjusted Life Years),Argentina,Males,45 to 49,All causes,Rate,2019,28751.42,32355.18,25581.66
DALYs (Disability-Adjusted Life Years),Argentina,Females,45 to 49,All causes,Rate,2019,25291.06,29819.67,21329.27
DALYs (Disability-Adjusted Life Years),Argentina,Males,50 to 54,All causes,Rate,2019,37832.45,42081.11,34318.71
DALYs (Disability-Adjusted Life Years),Argentina,Females,50 to 54,All causes,Rate,2019,29948.77,34875.12,25792.2
DALYs (Disability-Adjusted Life Years),Argentina,Males,55 to 59,All causes,Rate,2019,50103.98,54741.79,46036.33
DALYs (Disability-Adjusted Life Years),Argentina,Females,55 to 59,All causes,Rate,2019,36200.78,41482.28,31602.26
DALYs (Disability-Adjusted Life Years),Argentina,Males,60 to 64,All causes,Rate,2019,65017.48,70405.27,60496.11
DALYs (Disability-Adjusted Life Years),Argentina,Females,60 to 64,All causes,Rate,2019,44625.91,50490.16,39641.49
DALYs (Disability-Adjusted Life Years),Argentina,Males,65 to 69,All causes,Rate,2019,81376.71,87500.05,76209.47
DALYs (Disability-Adjusted Life Years),Argentina,Females,65 to 69,All causes,Rate,2019,53420.94,59491.17,47977.35
DALYs (Disability-Adjusted Life Years),Argentina,Males,70 to 74,All causes,Rate,2019,98302.8,104562.56,92559.21
DALYs (Disability-Adjusted Life Years),Argentina,Females,70 to 74,All causes,Rate,2019,64251.77,70627.86,58258.24
DALYs (Disability-Adjusted Life Years),Argentina,Males,75 to 79,All causes,Rate,2019,116581.53,123611.88,110095.52
DALYs (Disability-Adjusted Life Years),Argentina,Females,75 to 79,All causes,Rate,2019,79621.29,86722.34,73227.64
DALYs (Disability-Adjusted Life Years),Argentina,Males,80 to 84,All causes,Rate,2019,140773.92,148684.62,133800.93
DALYs (Disability-Adjusted Life Years),Argentina,Females,80 to 84,All causes,Rate,2019,103482.66,111253.23,96573.27
DALYs (Disability-Adjusted Life Years),Argentina,Males,85 to 89,All causes,Rate,2019,166494.92,174520.28,159239.42
DALYs (Disability-Adjusted Life Years),Argentina,Females,85 to 89,All causes,Rate,2019,135261.57,143667.39,127607.71
DALYs (Disability-Adjusted Life Years),Argentina,Males,90 to 94,All causes,Rate,2019,177781.47,186012.28,170009.32
DALYs (Disability-Adjusted Life Years),Argentina,Females,90 to 94,All causes,Rate,2019,167168.28,175895.06,159050.05
DALYs (Disability-Adjusted Life Years),Argentina,Males,95 plus,All causes,Rate,2019,194620.81,203538.59,186281.43
DALYs (Disability-Adjusted Life Years),Argentina,Females,95 plus,All causes,Rate,2019,203519.9,212482.42,194695.59
YLLs (Years of Life Lost),Bangladesh,Males,10 to 14,Self-harm,Rate,2019,275.77,453.26,154.81
YLLs (Years of Life Lost),Bangladesh,Females,10 to 14,Self-harm,Rate,2019,50.04,87.24,26.18
YLLs (Years of Life Lost),Bangladesh,Males,15 to 19,Self-harm,Rate,2019,463.34,750.77,279.3
YLLs (Years of Life Lost),Bangladesh,Females,15 to 19,Self-harm,Rate,2019,302.4,481.9,170.63
YLLs (Years of Life Lost),Bangladesh,Males,20 to 24,Self-harm,Rate,2019,570.27,902.91,363.19
YLLs (Years of Life Lost),Bangladesh,Females,20 to 24,Self-harm,Rate,2019,205,341.55,111.48
YLLs (Years of Life Lost),Bangladesh,Males,25 to 29,Self-harm,Rate,2019,625.63,937.11,410.72
YLLs (Years of Life Lost),Bangladesh,Females,25 to 29,Self-harm,Rate,2019,164.53,255.51,93.19
YLLs (Years of Life Lost),Bangladesh,Males,30 to 34,Self-harm,Rate,2019,512.43,797.75,327.59
YLLs (Years of Life Lost),Bangladesh,Females,30 to 34,Self-harm,Rate,2019,104.07,164.97,60.78
YLLs (Years of Life Lost),Bangladesh,Males,35 to 39,Self-harm,Rate,2019,437.9,669.08,287.68
YLLs (Years of Life Lost),Bangladesh,Females,35 to 39,Self-harm,Rate,2019,123.28,188.11,73.68
YLLs (Years of Life Lost),Bangladesh,Males,40 to 44,Self-harm,Rate,2019,447.31,667.7,271.17
YLLs (Years of Life Lost),Bangladesh,Females,40 to 44,Self-harm,Rate,2019,120.15,184.64,73.7
YLLs (Years of Life Lost),Bangladesh,Males,45 to 49,Self-harm,Rate,2019,488.55,747.79,278.07
YLLs (Years of Life Lost),Bangladesh,Females,45 to 49,Self-harm,Rate,2019,105.75,163.06,64.65
YLLs (Years of Life Lost),Bangladesh,Males,50 to 54,Self-harm,Rate,2019,389.13,584.92,246.98
YLLs (Years of Life Lost),Bangladesh,Females,50 to 54,Self-harm,Rate,2019,99.88,154.06,61.4
YLLs (Years of Life Lost),Bangladesh,Males,55 to 59,Self-harm,Rate,2019,325.48,503.15,203.47
YLLs (Years of Life Lost),Bangladesh,Females,55 to 59,Self-harm,Rate,2019,60.92,92.92,37.81
YLLs (Years of Life Lost),Bangladesh,Males,60 to 64,Self-harm,Rate,2019,274.06,411.88,171.17
YLLs (Years of Life Lost),Bangladesh,Females,60 to 64,Self-harm,Rate,2019,53.11,80.1,32.86
YLLs (Years of Life Lost),Bangladesh,Males,65 to 69,Self-harm,Rate,2019,256.15,389.62,164.52
YLLs (Years of Life Lost),Bangladesh,Females,65 to 69,Self-harm,Rate,2019,51.14,76.66,31.65
YLLs (Years of Life Lost),Bangladesh,Males,70 to 74,Self-harm,Rate,2019,195.77,297.9,123.48
YLLs (Years of Life Lost),Bangladesh,Females,70 to 74,Self-harm,Rate,2019,41.05,61.23,25.46
YLLs (Years of Life Lost),Bangladesh,Males,75 to 79,Self-harm,Rate,2019,213.74,339.72,133.36
YLLs (Years of Life Lost),Bangladesh,Females,75 to 79,Self-harm,Rate,2019,38.65,57.36,24.6
YLLs (Years of Life Lost),Bangladesh,Males,80 to 84,Self-harm,Rate,2019,265.69,443.23,167.23
YLLs (Years of Life Lost),Bangladesh,Females,80 to 84,Self-harm,Rate,2019,42.27,68.23,24.48
YLLs (Years of Life Lost),Bangladesh,Males,85 to 89,Self-harm,Rate,2019,270.42,463.87,170.79
YLLs (Years of Life Lost),Bangladesh,Females,85 to 89,Self-harm,Rate,2019,40.66,63.39,24.02
YLLs (Years of Life Lost),Bangladesh,Males,90 to 94,Self-harm,Rate,2019,249.39,390.37,159.01
YLLs (Years of Life Lost),Bangladesh,Females,90 to 94,Self-harm,Rate,2019,31.64,48.64,18.83
YLLs (Years of Life Lost),Bangladesh,Males,95 plus,Self-harm,Rate,2019,231.79,378.38,138.11
YLLs (Years of Life Lost),Bangladesh,Females,95 plus,Self-harm,Rate,2019,28.83,44.44,17.61
YLLs (Years of Life Lost),Bangladesh,Males,10 to 14,All causes,Rate,2019,5907.24,6778.89,5123.18
YLLs (Years of Life Lost),Bangladesh,Females,10 to 14,All causes,Rate,2019,3934.99,4496.15,3439.22
YLLs (Years of Life Lost),Bangladesh,Males,15 to 19,All causes,Rate,2019,4940.83,5929.15,4105.18
YLLs (Years of Life Lost),Bangladesh,Females,15 to 19,All causes,Rate,2019,4492.7,5198.84,3887.91
YLLs (Years of Life Lost),Bangladesh,Males,20 to 24,All causes,Rate,2019,5465.64,6501.31,4569.58
YLLs (Years of Life Lost),Bangladesh,Females,20 to 24,All causes,Rate,2019,4472.61,5575.68,3559.32
YLLs (Years of Life Lost),Bangladesh,Males,25 to 29,All causes,Rate,2019,6155.09,7077.34,5340.68
YLLs (Years of Life Lost),Bangladesh,Females,25 to 29,All causes,Rate,2019,4591.02,5852.99,3552.61
YLLs (Years of Life Lost),Bangladesh,Males,30 to 34,All causes,Rate,2019,6819.39,7888.36,5882.82
YLLs (Years of Life Lost),Bangladesh,Females,30 to 34,All causes,Rate,2019,4343.58,5473.58,3403.49
YLLs (Years of Life Lost),Bangladesh,Males,35 to 39,All causes,Rate,2019,7908.51,9376.15,6622.19
YLLs (Years of Life Lost),Bangladesh,Females,35 to 39,All causes,Rate,2019,5860.39,7368.16,4600.37
YLLs (Years of Life Lost),Bangladesh,Males,40 to 44,All causes,Rate,2019,11056.6,13475.59,8985.85
YLLs (Years of Life Lost),Bangladesh,Females,40 to 44,All causes,Rate,2019,8314.94,10391.31,6568.77
YLLs (Years of Life Lost),Bangladesh,Males,45 to 49,All causes,Rate,2019,17059.86,21297.5,13477.24
YLLs (Years of Life Lost),Bangladesh,Females,45 to 49,All causes,Rate,2019,10743.29,13402.85,8480.41
YLLs (Years of Life Lost),Bangladesh,Males,50 to 54,All causes,Rate,2019,26318.33,33017.81,20662.04
YLLs (Years of Life Lost),Bangladesh,Females,50 to 54,All causes,Rate,2019,19936.19,24878.78,15761.97
YLLs (Years of Life Lost),Bangladesh,Males,55 to 59,All causes,Rate,2019,32343.3,40577.46,25363.78
YLLs (Years of Life Lost),Bangladesh,Females,55 to 59,All causes,Rate,2019,22524.53,27883.73,17925.31
YLLs (Years of Life Lost),Bangladesh,Males,60 to 64,All causes,Rate,2019,44049.37,54432.03,35174.12
YLLs (Years of Life Lost),Bangladesh,Females,60 to 64,All causes,Rate,2019,31247.79,37981.93,25423.99
YLLs (Years of Life Lost),Bangladesh,Males,65 to 69,All causes,Rate,2019,53930.46,65849.92,43615.05
YLLs (Years of Life Lost),Bangladesh,Females,65 to 69,All causes,Rate,2019,41910.92,49920.94,34873.42
YLLs (Years of Life Lost),Bangladesh,Males,70 to 74,All causes,Rate,2019,62160.51,74857.84,50844.81
YLLs (Years of Life Lost),Bangladesh,Females,70 to 74,All causes,Rate,2019,54304.74,63930.64,45652.65
YLLs (Years of Life Lost),Bangladesh,Males,75 to 79,All causes,Rate,2019,71048.26,84025.32,59093.41
YLLs (Years of Life Lost),Bangladesh,Females,75 to 79,All causes,Rate,2019,64985.64,75527.33,55184.98
YLLs (Years of Life Lost),Bangladesh,Males,80 to 84,All causes,Rate,2019,101175.89,116694.28,86490.46
YLLs (Years of Life Lost),Bangladesh,Females,80 to 84,All causes,Rate,2019,93832.63,106636.71,81606.09
YLLs (Years of Life Lost),Bangladesh,Males,85 to 89,All causes,Rate,2019,123489.19,138367.51,109510.15
YLLs (Years of Life Lost),Bangladesh,Females,85 to 89,All causes,Rate,2019,112298.31,127929.84,97575.29
YLLs (Years of Life Lost),Bangladesh,Males,90 to 94,All causes,Rate,2019,144992.83,160027.79,131211.99
YLLs (Years of Life Lost),Bangladesh,Females,90 to 94,All causes,Rate,2019,135988.02,152860.94,120940.65
YLLs (Years of Life Lost),Bangladesh,Males,95 plus,All causes,Rate,2019,168035.03,182203.5,155346.41
YLLs (Years of Life Lost),Bangladesh,Females,95 plus,All causes,Rate,2019,164543.62,180772.67,151009.86
YLDs (Years Lived with Disability),Bangladesh,Males,10 to 14,All causes,Rate,2019,4721.68,6505.65,3402.41
YLDs (Years Lived with Disability),Bangladesh,Females,10 to 14,All causes,Rate,2019,5000.85,6823.08,3536.82
YLDs (Years Lived with Disability),Bangladesh,Males,15 to 19,All causes,Rate,2019,5557.63,7371.75,4031.06
YLDs (Years Lived with Disability),Bangladesh,Females,15 to 19,All causes,Rate,2019,7151.43,9671.59,5084.69
YLDs (Years Lived with Disability),Bangladesh,Males,20 to 24,All causes,Rate,2019,6496.46,8553.21,4724.26
YLDs (Years Lived with Disability),Bangladesh,Females,20 to 24,All causes,Rate,2019,9033.43,12018.91,6613.23
YLDs (Years Lived with Disability),Bangladesh,Males,25 to 29,All causes,Rate,2019,7699.54,10147.18,5696.54
YLDs (Years Lived with Disability),Bangladesh,Females,25 to 29,All causes,Rate,2019,10839.95,14355.88,8036.56
YLDs (Years Lived with Disability),Bangladesh,Males,30 to 34,All causes,Rate,2019,8807.72,11563.9,6418.61
YLDs (Years Lived with Disability),Bangladesh,Females,30 to 34,All causes,Rate,2019,12447.38,16385.05,9161.68
YLDs (Years Lived with Disability),Bangladesh,Males,35 to 39,All causes,Rate,2019,9869.65,13003.29,7363.05
YLDs (Years Lived with Disability),Bangladesh,Females,35 to 39,All causes,Rate,2019,13923.71,18310.74,10274.76
YLDs (Years Lived with Disability),Bangladesh,Males,40 to 44,All causes,Rate,2019,11089.17,14477.81,8176.07
YLDs (Years Lived with Disability),Bangladesh,Females,40 to 44,All causes,Rate,2019,15354.23,20021.96,11218.69
YLDs (Years Lived with Disability),Bangladesh,Males,45 to 49,All causes,Rate,2019,12434.36,16100.43,9291.08
YLDs (Years Lived with Disability),Bangladesh,Females,45 to 49,All causes,Rate,2019,16524.01,21248.38,12138.66
YLDs (Years Lived with Disability),Bangladesh,Males,50 to 54,All causes,Rate,2019,14015.94,18138.85,10438.71
YLDs (Years Lived with Disability),Bangladesh,Females,50 to 54,All causes,Rate,2019,17875.47,23232.62,13400.67
YLDs (Years Lived with Disability),Bangladesh,Males,55 to 59,All causes,Rate,2019,16068.21,20677.51,11989.36
YLDs (Years Lived with Disability),Bangladesh,Females,55 to 59,All causes,Rate,2019,19578.65,25410.5,14666.71
YLDs (Years Lived with Disability),Bangladesh,Males,60 to 64,All causes,Rate,2019,18058.88,23301.11,13536.99
YLDs (Years Lived with Disability),Bangladesh,Females,60 to 64,All causes,Rate,2019,21561.7,27691.81,16244.65
YLDs (Years Lived with Disability),Bangladesh,Males,65 to 69,All causes,Rate,2019,20562.63,26205.5,15491.57
YLDs (Years Lived with Disability),Bangladesh,Females,65 to 69,All causes,Rate,2019,23733.7,30014.55,17850.9
YLDs (Years Lived with Disability),Bangladesh,Males,70 to 74,All causes,Rate,2019,23411.52,29671.01,17706.38
YLDs (Years Lived with Disability),Bangladesh,Females,70 to 74,All causes,Rate,2019,26060.28,32901.89,19910.32
YLDs (Years Lived with Disability),Bangladesh,Males,75 to 79,All causes,Rate,2019,25867.74,32805.95,19390.58
YLDs (Years Lived with Disability),Bangladesh,Females,75 to 79,All causes,Rate,2019,27938.26,35402.08,20962.35
YLDs (Years Lived with Disability),Bangladesh,Males,80 to 84,All causes,Rate,2019,28524.29,35910.61,21587.33
YLDs (Years Lived with Disability),Bangladesh,Females,80 to 84,All causes,Rate,2019,30667.07,38362.36,23205.78
YLDs (Years Lived with Disability),Bangladesh,Males,85 to 89,All causes,Rate,2019,30833.64,39038.72,23408.07
YLDs (Years Lived with Disability),Bangladesh,Females,85 to 89,All causes,Rate,2019,32569.93,40764.45,24789.14
YLDs (Years Lived with Disability),Bangladesh,Males,90 to 94,All causes,Rate,2019,32563.6,40791.95,25107.32
YLDs (Years Lived with Disability),Bangladesh,Females,90 to 94,All causes,Rate,2019,34068.7,42274.3,26330.37
YLDs (Years Lived with Disability),Bangladesh,Males,95 plus,All causes,Rate,2019,34500.65,43218.85,26485.45
YLDs (Years Lived with Disability),Bangladesh,Females,95 plus,All causes,Rate,2019,36566.25,44828.01,28212.58
YLDs (Years Lived with Disability),Bangladesh,Males,10 to 14,Self-harm,Rate,2019,1.15,1.7,0.71
YLDs (Years Lived with Disability),Bangladesh,Females,10 to 14,Self-harm,Rate,2019,1.32,2.01,0.79
YLDs (Years Lived with Disability),Bangladesh,Males,15 to 19,Self-harm,Rate,2019,4.29,6.4,2.81
YLDs (Years Lived with Disability),Bangladesh,Females,15 to 19,Self-harm,Rate,2019,5.53,8.34,3.51
YLDs (Years Lived with Disability),Bangladesh,Males,20 to 24,Self-harm,Rate,2019,7.21,10.1,4.71
YLDs (Years Lived with Disability),Bangladesh,Females,20 to 24,Self-harm,Rate,2019,11.12,16.13,7.12
YLDs (Years Lived with Disability),Bangladesh,Males,25 to 29,Self-harm,Rate,2019,9.53,13.46,6.3
YLDs (Years Lived with Disability),Bangladesh,Females,25 to 29,Self-harm,Rate,2019,14.76,21.1,9.56
YLDs (Years Lived with Disability),Bangladesh,Males,30 to 34,Self-harm,Rate,2019,11.36,16.07,7.78
YLDs (Years Lived with Disability),Bangladesh,Females,30 to 34,Self-harm,Rate,2019,17.1,23.76,11.17
YLDs (Years Lived with Disability),Bangladesh,Males,35 to 39,Self-harm,Rate,2019,12.68,17.74,8.55
YLDs (Years Lived with Disability),Bangladesh,Females,35 to 39,Self-harm,Rate,2019,18.45,25.66,12.19
YLDs (Years Lived with Disability),Bangladesh,Males,40 to 44,Self-harm,Rate,2019,13.91,18.98,9.4
YLDs (Years Lived with Disability),Bangladesh,Females,40 to 44,Self-harm,Rate,2019,19.7,27.27,13.34
YLDs (Years Lived with Disability),Bangladesh,Males,45 to 49,Self-harm,Rate,2019,15.11,20.61,10.46
YLDs (Years Lived with Disability),Bangladesh,Females,45 to 49,Self-harm,Rate,2019,20.62,27.92,14.4
YLDs (Years Lived with Disability),Bangladesh,Males,50 to 54,Self-harm,Rate,2019,15.6,20.75,10.97
YLDs (Years Lived with Disability),Bangladesh,Females,50 to 54,Self-harm,Rate,2019,20.94,28.17,14.37
YLDs (Years Lived with Disability),Bangladesh,Males,55 to 59,Self-harm,Rate,2019,15.59,20.92,10.99
YLDs (Years Lived with Disability),Bangladesh,Females,55 to 59,Self-harm,Rate,2019,20.51,27.78,14.2
YLDs (Years Lived with Disability),Bangladesh,Males,60 to 64,Self-harm,Rate,2019,14.96,19.67,10.75
YLDs (Years Lived with Disability),Bangladesh,Females,60 to 64,Self-harm,Rate,2019,19.55,26.17,13.68
