measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Gabon,Female,45 to 49,Self-harm,Rate,2019,4.786269969019247,8.213077986080615,2.484723039304185
Deaths,Gabon,Male,50 to 54,Self-harm,Number,2019,13.385547843566775,20.43970153694598,7.949972166873441
Deaths,Gabon,Female,50 to 54,Self-harm,Number,2019,2.5734756701472565,4.136224464814552,1.4051279587258902
Deaths,Gabon,Male,50 to 54,Self-harm,Percent,2019,0.027187028008886054,0.04185628908240451,0.01774598163876011
Deaths,Gabon,Female,50 to 54,Self-harm,Percent,2019,0.008384588991824355,0.012853813890704455,0.005020797022981157
Deaths,Gabon,Male,50 to 54,Self-harm,Rate,2019,38.89215604747754,59.38823505986182,23.098909488097323
Deaths,Gabon,Female,50 to 54,Self-harm,Rate,2019,7.290658755147088,11.717927415233056,3.9807286982436016
Deaths,Gabon,Male,55 to 59,Self-harm,Number,2019,13.875769865626213,21.277543802992376,8.259196025330175
Deaths,Gabon,Female,55 to 59,Self-harm,Number,2019,2.4730152106867065,4.019540140402467,1.3601752864388703
Deaths,Gabon,Male,55 to 59,Self-harm,Percent,2019,0.02286639608663829,0.03378106571512855,0.014887002260019292
Deaths,Gabon,Female,55 to 59,Self-harm,Percent,2019,0.007767926275862378,0.011349407526627511,0.004829079167788301
Deaths,Gabon,Male,55 to 59,Self-harm,Rate,2019,47.73569097888806,73.19941636431567,28.413445381210803
Deaths,Gabon,Female,55 to 59,Self-harm,Rate,2019,8.791745357082544,14.28975172262585,4.835520100196542
Deaths,Gabon,Male,60 to 64,Self-harm,Number,2019,12.06252998285337,18.67738524510227,7.19384411417003
Deaths,Gabon,Female,60 to 64,Self-harm,Number,2019,2.312347028249524,3.5959364001063414,1.2856370149503151
Deaths,Gabon,Male,60 to 64,Self-harm,Percent,2019,0.017742475655130346,0.026618608828472886,0.011486838711933877
Deaths,Gabon,Female,60 to 64,Self-harm,Percent,2019,0.006993704984588325,0.010189751284625856,0.0044387716637711025
Deaths,Gabon,Male,60 to 64,Self-harm,Rate,2019,54.830528353265194,84.89851653858338,32.699796330592356
Deaths,Gabon,Female,60 to 64,Self-harm,Rate,2019,11.199174863869231,17.415863645098867,6.2266059401952925
Deaths,Gabon,Male,65 to 69,Self-harm,Number,2019,11.634641901595257,18.462504424521413,7.098930431752225
Deaths,Gabon,Female,65 to 69,Self-harm,Number,2019,2.196777488214947,3.4058348476585896,1.2779578367015858
Deaths,Gabon,Male,65 to 69,Self-harm,Percent,2019,0.016350577908159164,0.025032036323896122,0.010311724110126217
Deaths,Gabon,Female,65 to 69,Self-harm,Percent,2019,0.00599645776252922,0.008828863013914962,0.0038012122590562625
Deaths,Gabon,Male,65 to 69,Self-harm,Rate,2019,73.21795430599082,116.18636970196869,44.674272605001725
Deaths,Gabon,Female,65 to 69,Self-harm,Rate,2019,14.296454594566471,22.164904510064297,8.316848786091947
Deaths,Gabon,Male,70 to 74,Self-harm,Number,2019,7.367729168734189,11.707066968050757,4.474670799449507
Deaths,Gabon,Female,70 to 74,Self-harm,Number,2019,1.641551710878519,2.5047113778803918,1.0476962231974136
Deaths,Gabon,Male,70 to 74,Self-harm,Percent,2019,0.01402087288176082,0.02199384050052557,0.008819295225773306
Deaths,Gabon,Female,70 to 74,Self-harm,Percent,2019,0.004502690187193702,0.006697618418608957,0.002993428451610594
Deaths,Gabon,Male,70 to 74,Self-harm,Rate,2019,92.03609114893264,146.2421674144266,55.896627051284135
Deaths,Gabon,Female,70 to 74,Self-harm,Rate,2019,17.259143477636236,26.33433522345172,11.015394347500951
Deaths,Gabon,Male,75 to 79,Self-harm,Number,2019,5.830782537006885,8.698869859407086,3.457946126602067
Deaths,Gabon,Female,75 to 79,Self-harm,Number,2019,1.6538162185764969,2.4889737506236482,1.0229203113329326
Deaths,Gabon,Male,75 to 79,Self-harm,Percent,2019,0.012443805893133129,0.018451180296652513,0.007513973801443251
Deaths,Gabon,Female,75 to 79,Self-harm,Percent,2019,0.0034133635704736804,0.005078989160971654,0.0021459536360990887
Deaths,Gabon,Male,75 to 79,Self-harm,Rate,2019,118.3054739538986,176.49842281868405,70.16107234633832
Deaths,Gabon,Female,75 to 79,Self-harm,Rate,2019,21.24674474920926,31.97609829494879,13.141561020836702
Deaths,Gabon,Male,80 to 84,Self-harm,Number,2019,3.9175449694153266,6.0107457734081775,2.4041115346642554
Deaths,Gabon,Female,80 to 84,Self-harm,Number,2019,1.3161501238843487,2.115736775732796,0.8050558136496812
Deaths,Gabon,Male,80 to 84,Self-harm,Percent,2019,0.010955218724434276,0.016511019504281847,0.006717021369910273
Deaths,Gabon,Female,80 to 84,Self-harm,Percent,2019,0.0024722108762742145,0.003943236347851647,0.001513568689237479
Deaths,Gabon,Male,80 to 84,Self-harm,Rate,2019,152.6568540515792,234.22361387960396,93.68216741255007
Deaths,Gabon,Female,80 to 84,Self-harm,Rate,2019,25.060546724866384,40.28531347874492,15.328903950979678
Deaths,Gabon,Male,85 to 89,Self-harm,Number,2019,1.8558001928441052,2.841199571533884,1.1312789307091553
Deaths,Gabon,Female,85 to 89,Self-harm,Number,2019,0.794610519102497,1.253322918062521,0.4568493830554892
Deaths,Gabon,Male,85 to 89,Self-harm,Percent,2019,0.009006622216648717,0.013699169329572384,0.005569606545573516
Deaths,Gabon,Female,85 to 89,Self-harm,Percent,2019,0.0019445865396548303,0.003006818437823779,0.0011472672310154663
Deaths,Gabon,Male,85 to 89,Self-harm,Rate,2019,183.84574430202616,281.4648106802546,112.0706948039943
Deaths,Gabon,Female,85 to 89,Self-harm,Rate,2019,31.210042359411784,49.2269614136674,17.943745085501156
Deaths,Czechia,Male,10 to 14,Self-harm,Number,2019,2.330459728459082,3.5430067805885415,1.4360380972734668
Deaths,Czechia,Female,10 to 14,Self-harm,Number,2019,0.6291531786938924,0.9404708174969164,0.40295755363684255
Deaths,Czechia,Male,10 to 14,Self-harm,Percent,2019,0.08133768445859874,0.11785162703486025,0.053178252806282675
Deaths,Czechia,Female,10 to 14,Self-harm,Percent,2019,0.029496253015371073,0.04389395839633746,0.019225652393100003
Deaths,Czechia,Male,10 to 14,Self-harm,Rate,2019,0.7922723772444563,1.20449470564597,0.4882012348236253
Deaths,Czechia,Female,10 to 14,Self-harm,Rate,2019,0.22496338624244763,0.33627979152156023,0.14408366491337687
Deaths,Czechia,Male,15 to 19,Self-harm,Number,2019,21.6028647675495,28.217825714090942,15.91295337136591
Deaths,Czechia,Female,15 to 19,Self-harm,Number,2019,5.873804260297165,7.865431177531664,4.2874923636476225
Deaths,Czechia,Male,15 to 19,Self-harm,Percent,2019,0.2407877865915545,0.28774204951761095,0.19343410200903566
Deaths,Czechia,Female,15 to 19,Self-harm,Percent,2019,0.14347706250647557,0.18227113869576153,0.11032378107159706
Deaths,Czechia,Male,15 to 19,Self-harm,Rate,2019,8.876717755027807,11.594836019193592,6.538706659809194
Deaths,Czechia,Female,15 to 19,Self-harm,Rate,2019,2.5525096900628457,3.417987458805148,1.8631648790637994
Deaths,Czechia,Male,20 to 24,Self-harm,Number,2019,45.71903579513896,57.43142965211691,35.29565926837752
Deaths,Czechia,Female,20 to 24,Self-harm,Number,2019,6.990179223585098,9.443030553668873,5.002223107818445
Deaths,Czechia,Male,20 to 24,Self-harm,Percent,2019,0.2661518435954278,0.3110161409380559,0.22417644077084806
Deaths,Czechia,Female,20 to 24,Self-harm,Percent,2019,0.13327068577784829,0.1647555201063167,0.10465279506339135
Deaths,Czechia,Male,20 to 24,Self-harm,Rate,2019,18.885487104588105,23.723608891341385,14.579828869263968
Deaths,Czechia,Female,20 to 24,Self-harm,Rate,2019,3.030169658942371,4.093455082760782,2.1684114532328
Deaths,Czechia,Male,25 to 29,Self-harm,Number,2019,71.83150406470413,87.21788105905027,58.77028969967829
Deaths,Czechia,Female,25 to 29,Self-harm,Number,2019,9.857671733241583,13.398888614431794,7.029554871689098
Deaths,Czechia,Male,25 to 29,Self-harm,Percent,2019,0.29724645034772557,0.3415484379113954,0.2554849454534219
Deaths,Czechia,Female,25 to 29,Self-harm,Percent,2019,0.14021440949675007,0.1735237712650365,0.11062393245347468
Deaths,Czechia,Male,25 to 29,Self-harm,Rate,2019,22.03191971677059,26.751178029474854,18.025827542582423
Deaths,Czechia,Female,25 to 29,Self-harm,Rate,2019,3.1704793472574733,4.309425265705201,2.2608846332291663
Deaths,Czechia,Male,30 to 34,Self-harm,Number,2019,80.99955643425267,99.12764865072154,65.84380429964722
Deaths,Czechia,Female,30 to 34,Self-harm,Number,2019,14.365605044256428,19.268673898915107,10.362900059610732
Deaths,Czechia,Male,30 to 34,Self-harm,Percent,2019,0.2541862623542577,0.29759563249735244,0.21792913714842452
Deaths,Czechia,Female,30 to 34,Self-harm,Percent,2019,0.11677076080830512,0.14165629408721936,0.09396595083479165
Deaths,Czechia,Male,30 to 34,Self-harm,Rate,2019,22.28973095907057,27.27828047828054,18.119120002244877
Deaths,Czechia,Female,30 to 34,Self-harm,Rate,2019,4.175682225860053,5.6008681059878045,3.0122071053722483
Deaths,Czechia,Male,35 to 39,Self-harm,Number,2019,88.72347975298904,113.81788225875368,69.56563735975392
Deaths,Czechia,Female,35 to 39,Self-harm,Number,2019,16.282210179215937,21.831013846780344,11.670952745879907
Deaths,Czechia,Male,35 to 39,Self-harm,Percent,2019,0.19510296838836227,0.22934421089669624,0.1653374475281415
Deaths,Czechia,Female,35 to 39,Self-harm,Percent,2019,0.0831932498542946,0.1015876258733134,0.06734548874789163
Deaths,Czechia,Male,35 to 39,Self-harm,Rate,2019,22.78995151814933,29.235823772883982,17.868973434898898
Deaths,Czechia,Female,35 to 39,Self-harm,Rate,2019,4.464827649438885,5.986393319182775,3.2003513000720005
Deaths,Czechia,Male,40 to 44,Self-harm,Number,2019,123.98098641802613,159.09468553854904,94.91011101386555
Deaths,Czechia,Female,40 to 44,Self-harm,Number,2019,21.997171666626517,29.785832162371307,16.047285143500194
Deaths,Czechia,Male,40 to 44,Self-harm,Percent,2019,0.1478083849611016,0.17411483480077702,0.12323646403042994
Deaths,Czechia,Female,40 to 44,Self-harm,Percent,2019,0.05737736689976909,0.07050667100797027,0.04502873030298616
Deaths,Czechia,Male,40 to 44,Self-harm,Rate,2019,26.188598262917676,33.60569169280702,20.047935092647858
Deaths,Czechia,Female,40 to 44,Self-harm,Rate,2019,4.91375882280687,6.653600644693367,3.584664890150607
Deaths,Czechia,Male,45 to 49,Self-harm,Number,2019,120.96201704667412,161.31326189369267,87.36410198629638
Deaths,Czechia,Female,45 to 49,Self-harm,Number,2019,27.213749004748074,36.692049923177954,19.587249914384973
Deaths,Czechia,Male,45 to 49,Self-harm,Percent,2019,0.09144099544999518,0.11199587490246568,0.07441847559606478
Deaths,Czechia,Female,45 to 49,Self-harm,Percent,2019,0.04449671348518016,0.05450698158497966,0.03468467338827117
Deaths,Czechia,Male,45 to 49,Self-harm,Rate,2019,28.154145684102204,37.545976720777745,20.33416534327356
Deaths,Czechia,Female,45 to 49,Self-harm,Rate,2019,6.684834596779079,9.013101602076597,4.811447546627762
Deaths,Czechia,Male,50 to 54,Self-harm,Number,2019,111.44210922455215,149.16548282943836,82.36744211994869
Deaths,Czechia,Female,50 to 54,Self-harm,Number,2019,26.95718579191498,36.482980627192035,19.381819289354755
Deaths,Czechia,Male,50 to 54,Self-harm,Percent,2019,0.0616370921330112,0.074387606072512,0.05036776548523944
Deaths,Czechia,Female,50 to 54,Self-harm,Percent,2019,0.032969913775333426,0.04055245753594828,0.026250701820914234
Deaths,Czechia,Male,50 to 54,Self-harm,Rate,2019,31.83314715504775,42.60873020444527,23.52804450699991
Deaths,Czechia,Female,50 to 54,Self-harm,Rate,2019,8.008395111662853,10.83830211243057,5.757918057550148
Deaths,Czechia,Male,55 to 59,Self-harm,Number,2019,105.34824652379851,140.88103953406048,75.86462079963081
Deaths,Czechia,Female,55 to 59,Self-harm,Number,2019,25.41529210534307,34.68473721732561,18.324486257331344
Deaths,Czechia,Male,55 to 59,Self-harm,Percent,2019,0.03583256782380625,0.04327253757332009,0.029302151491680035
Deaths,Czechia,Female,55 to 59,Self-harm,Percent,2019,0.019082603915550448,0.024155590910204708,0.014964216229212988
Deaths,Czechia,Male,55 to 59,Self-harm,Rate,2019,32.180259373530816,43.03430329990888,23.174027619483667
Deaths,Czechia,Female,55 to 59,Self-harm,Rate,2019,7.832293609434483,10.688881501978178,5.647102382871819
Deaths,Czechia,Male,60 to 64,Self-harm,Number,2019,92.98085606806865,122.11210735941214,69.84735395013641
Deaths,Czechia,Female,60 to 64,Self-harm,Number,2019,23.566543961765312,31.930952249927312,17.51255368505845
Deaths,Czechia,Male,60 to 64,Self-harm,Percent,2019,0.019498329305509425,0.02344928015342739,0.01612493751220079
Deaths,Czechia,Female,60 to 64,Self-harm,Percent,2019,0.010537759648313877,0.013149010420478564,0.008330875719071233
Deaths,Czechia,Male,60 to 64,Self-harm,Rate,2019,29.34957109415869,38.54490190732281,22.047440378454418
Deaths,Czechia,Female,60 to 64,Self-harm,Rate,2019,7.014819371444389,9.50456981536452,5.212788138673069
Deaths,Czechia,Male,65 to 69,Self-harm,Number,2019,89.66460689260062,115.55261693586367,67.34425422246694
Deaths,Czechia,Female,65 to 69,Self-harm,Number,2019,25.526315314799636,34.402356461626276,19.036388846690325
Deaths,Czechia,Male,65 to 69,Self-harm,Percent,2019,0.012359076570270874,0.014898635022561764,0.010257792828588777
Deaths,Czechia,Female,65 to 69,Self-harm,Percent,2019,0.0063919633668521264,0.008109790091410107,0.005086246788665346
Deaths,Czechia,Male,65 to 69,Self-harm,Rate,2019,28.404043410822933,36.60487299756761,21.333379877476542
Deaths,Czechia,Female,65 to 69,Self-harm,Rate,2019,7.030295974554395,9.474878969591494,5.242881560792533
Deaths,Czechia,Male,70 to 74,Self-harm,Number,2019,79.62142298911414,105.94097477822427,59.87844641997148
Deaths,Czechia,Female,70 to 74,Self-harm,Number,2019,25.64695874991431,34.47136816647037,18.83554591325836
Deaths,Czechia,Male,70 to 74,Self-harm,Percent,2019,0.00870941097131547,0.010653513601514808,0.007233356733904308
Deaths,Czechia,Female,70 to 74,Self-harm,Percent,2019,0.004225612517986557,0.005375146524922836,0.003353499281038343
Deaths,Czechia,Male,70 to 74,Self-harm,Rate,2019,29.967495710502646,39.87351127430822,22.536737210629738
Deaths,Czechia,Female,70 to 74,Self-harm,Rate,2019,7.601071428287539,10.216389951694145,5.582351158027452
Deaths,Czechia,Male,75 to 79,Self-harm,Number,2019,62.96569829978696,81.27479613013988,47.96972377132957
Deaths,Czechia,Female,75 to 79,Self-harm,Number,2019,19.34881293865122,25.86797601648107,14.039410730480833
Deaths,Czechia,Male,75 to 79,Self-harm,Percent,2019,0.007190332262910352,0.008965837463418874,0.005728448944563541
Deaths,Czechia,Female,75 to 79,Self-harm,Percent,2019,0.0025526243947621217,0.00328365086697455,0.0019692035816767876
Deaths,Czechia,Male,75 to 79,Self-harm,Rate,2019,37.215618702713385,48.0371361645057,28.352309231109206
Deaths,Czechia,Female,75 to 79,Self-harm,Rate,2019,7.989304976055171,10.681128096293126,5.797003380287551
Deaths,Czechia,Male,80 to 84,Self-harm,Number,2019,48.56047694339083,63.01098601065361,36.71377753935944
Deaths,Czechia,Female,80 to 84,Self-harm,Number,2019,14.942901485193842,19.38676757221394,11.090438554773039
Deaths,Czechia,Male,80 to 84,Self-harm,Percent,2019,0.006354972008376504,0.007824956310570803,0.005015736399451732
Deaths,Czechia,Female,80 to 84,Self-harm,Percent,2019,0.0016108782466911374,0.002074085903728149,0.0012412732722240812
Deaths,Czechia,Male,80 to 84,Self-harm,Rate,2019,55.99342715409827,72.65581553509895,42.33340275051965
Deaths,Czechia,Female,80 to 84,Self-harm,Rate,2019,10.116250043630949,13.124719352034731,7.508156941593703
Deaths,Czechia,Male,85 to 89,Self-harm,Number,2019,34.55651330961937,43.51686329826474,26.347427876522197
Deaths,Czechia,Female,85 to 89,Self-harm,Number,2019,11.092186519906617,14.719552627367124,7.915575395214631
Deaths,Czechia,Male,85 to 89,Self-harm,Percent,2019,0.005104269912955734,0.006306706158582716,0.004023764869867089
Deaths,Czechia,Female,85 to 89,Self-harm,Percent,2019,0.0009852955738922252,0.0012515542649475988,0.0007365406950795359
Deaths,Czechia,Male,85 to 89,Self-harm,Rate,2019,73.99210261962955,93.17792527272391,56.414881030843105
Deaths,Czechia,Female,85 to 89,Self-harm,Rate,2019,11.5235525596656,15.291983961125904,8.223405632699327
Deaths,Iran (Islamic Republic of),Male,10 to 14,Self-harm,Number,2019,14.786534544477265,18.96424744519866,7.454198062960039
Deaths,Iran (Islamic Republic of),Female,10 to 14,Self-harm,Number,2019,20.980158394221824,25.397652000556455,17.258399888114166
Deaths,Iran (Islamic Republic of),Male,10 to 14,Self-harm,Percent,2019,0.011672559924140109,0.014947580951589321,0.0059333266577024976
Deaths,Iran (Islamic Republic of),Female,10 to 14,Self-harm,Percent,2019,0.02294261961881918,0.027409534080687754,0.018846329668451078
Deaths,Iran (Islamic Republic of),Male,10 to 14,Self-harm,Rate,2019,0.4549143180974101,0.5834435153695496,0.22933172195110718
Deaths,Iran (Islamic Republic of),Female,10 to 14,Self-harm,Rate,2019,0.6784433780489715,0.8212935524126118,0.558091454783149
Deaths,Iran (Islamic Republic of),Male,15 to 19,Self-harm,Number,2019,197.9161033684424,238.10402388101653,111.82351283420495
Deaths,Iran (Islamic Republic of),Female,15 to 19,Self-harm,Number,2019,120.16643547322668,136.4992027303807,103.21251427499132
Deaths,Iran (Islamic Republic of),Male,15 to 19,Self-harm,Percent,2019,0.06701439196993739,0.08026043930025682,0.03801889666465395
Deaths,Iran (Islamic Republic of),Female,15 to 19,Self-harm,Percent,2019,0.09939693577788165,0.11342516609646823,0.08566842635717987
Deaths,Iran (Islamic Republic of),Male,15 to 19,Self-harm,Rate,2019,7.072599453515636,8.508728499195314,3.996051368741238
Deaths,Iran (Islamic Republic of),Female,15 to 19,Self-harm,Rate,2019,4.511632141755387,5.124843621575017,3.8750995234288013
Deaths,Iran (Islamic Republic of),Male,20 to 24,Self-harm,Number,2019,368.79761825088514,444.9810125396392,271.59212883819885
Deaths,Iran (Islamic Republic of),Female,20 to 24,Self-harm,Number,2019,148.33382332442613,167.62391808465608,130.99396355431912
Deaths,Iran (Islamic Republic of),Male,20 to 24,Self-harm,Percent,2019,0.08981636028540098,0.10717286784106708,0.06578333887827548
Deaths,Iran (Islamic Republic of),Female,20 to 24,Self-harm,Percent,2019,0.10618779953608892,0.12033826185745566,0.09418846020957251
Deaths,Iran (Islamic Republic of),Male,20 to 24,Self-harm,Rate,2019,12.486622876416867,15.066014029864922,9.195472858772112
Deaths,Iran (Islamic Republic of),Female,20 to 24,Self-harm,Rate,2019,5.214419442949437,5.892529417598189,4.604866612065353
Deaths,Iran (Islamic Republic of),Male,25 to 29,Self-harm,Number,2019,433.9188742113197,545.9929591518193,347.12870348054093
